מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 17,סוף מידע
1328,9757.0,התחייבות להשקעה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ג,29993585.0,פנימי,ILS,2019-09-26,18678.00273,18678.00273,5539.23874,5539.23874,0.0029656483190802,2028-09-30 00:00:00,,
1328,9757.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.à r.l,,"מספר תאגיד או שותפות בחו""ל",Axiom Asia 6-A,29993960.0,פנימי,USD,2021-01-05,7871.34285,25211.91114855,2282.68941,7546.57118946,0.00289999997903788,2035-01-05 00:00:00,,
1328,9757.0,התחייבות להשקעה,Gatewood Capital GP II LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 2,29993961.0,פנימי,USD,2020-12-01,16805.93257,55526.80121128,12245.90075,40484.9478795,0.00728665350702403,2036-09-30 00:00:00,,
1328,9757.0,התחייבות להשקעה,KDCP GP KDC Media Fund Ltd,,ח.פ.,Stardom Media Ventures,29994368.0,פנימי,USD,2021-06-30,3538.0,11533.88,372.49461,1231.46718066,0.00105283948558507,2031-06-30 00:00:00,,
1328,9757.0,התחייבות להשקעה,AH Equity Partners LSV III,,"מספר תאגיד או שותפות בחו""ל",LSV III,29994428.0,פנימי,USD,2021-12-01,6246.8,19677.42,437.276,1445.634456,0.0007,2032-01-05 00:00:00,,
1328,9757.0,התחייבות להשקעה,Zeev Opportunity management I,,"מספר תאגיד או שותפות בחו""ל",Zeev Opportunity 1,29994279.0,פנימי,USD,2021-05-27,5061.00002,16438.12806496,25.304999999,83.658329996694,4.99999998004346e-05,2031-05-27 00:00:00,,
1328,9757.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,"מספר תאגיד או שותפות בחו""ל",NFX  3,29994345.0,פנימי,USD,2021-09-02,7155.0,22953.24,1073.25,3548.1645,0.0015,2033-09-02 00:00:00,,
1328,9757.0,התחייבות להשקעה,State of Mind Venture 3 GP LP,,ח.פ.,SOMV 3,29994396.0,פנימי,USD,2021-11-01,7217.0,22618.078,2367.176,7825.883856,0.00328,2034-09-30 00:00:00,,
1328,9757.0,התחייבות להשקעה,AH equity Partners BIO IV,,"מספר תאגיד או שותפות בחו""ל",HA BIO 4,29994427.0,פנימי,USD,2021-12-05,5354.4,16898.4864,2516.56622,8319.76792332,0.00469999667563125,2035-01-07 00:00:00,,
1328,9757.0,התחייבות להשקעה,"Klirmark Fund III (G.P.), L.P",,ח.פ.,Klirmark 3,29993571.0,פנימי,ILS,2019-07-04,23650.46938,23650.46938,3794.35322,3794.35322,0.00160434584152849,2029-07-03 00:00:00,,
1328,9757.0,התחייבות להשקעה,Zeev Ventures management VIII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 8,29994350.0,פנימי,USD,2021-09-14,3374.0,10833.914,16.87,55.77222,5e-05,2031-09-14 00:00:00,,
1328,9757.0,התחייבות להשקעה,accolade associates Blockchain Select LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Select Feeder,29994401.0,פנימי,USD,2021-11-16,3703.0,11442.27,259.21,856.94826,0.0007,2034-02-11 00:00:00,,
1328,9757.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,מספר שותפות,Glilot 4,29994430.0,פנימי,USD,2022-01-13,4884.0,15223.428,1472.5213,4868.1554178,0.00301499037674037,2035-02-24 00:00:00,,
1328,9757.0,התחייבות להשקעה,accolade investment associates VIII-F LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,USD,2022-01-13,8172.0,25472.124,1144.08,3782.32848,0.0014,2035-01-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,accolade associates Blockchain Select LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Select Feeder,29994401.0,פנימי,USD,2021-11-16,332.0,1025.88,23.24,76.83144,0.0007,2034-02-11 00:00:00,,
1328,9758.0,התחייבות להשקעה,accolade investment associates VIII-F LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,USD,2022-01-13,1129.0,3519.093,158.06,522.54636,0.0014,2035-01-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,מספר שותפות,Glilot 4,29994430.0,פנימי,USD,2022-01-13,452.25,1409.66325,136.3529,450.7826874,0.00301498949695964,2035-02-24 00:00:00,,
1328,9758.0,התחייבות להשקעה,Zeev Ventures management VIII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 8,29994350.0,פנימי,USD,2021-09-14,274.0,879.814,1.37,4.52922,5e-05,2031-09-14 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Klirmark Fund III (G.P.), L.P",,ח.פ.,Klirmark 3,29993571.0,פנימי,ILS,2019-07-04,1938.66258,1938.66258,311.02852,311.02852,0.00160434581658867,2029-07-03 00:00:00,,
1328,9758.0,התחייבות להשקעה,AH equity Partners BIO IV,,"מספר תאגיד או שותפות בחו""ל",HA BIO 4,29994427.0,פנימי,USD,2021-12-05,489.6,1545.1776,230.11184,760.74974304,0.00469999673202614,2035-01-07 00:00:00,,
1328,9758.0,התחייבות להשקעה,State of Mind Venture 3 GP LP,,ח.פ.,SOMV 3,29994396.0,פנימי,USD,2021-11-01,619.0,1939.946,203.032,671.223792,0.00328,2034-09-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,"מספר תאגיד או שותפות בחו""ל",NFX  3,29994345.0,פנימי,USD,2021-09-02,615.0,1972.92,92.25,304.9785,0.0015,2033-09-02 00:00:00,,
1328,9758.0,התחייבות להשקעה,Zeev Opportunity management I,,"מספר תאגיד או שותפות בחו""ל",Zeev Opportunity 1,29994279.0,פנימי,USD,2021-05-27,411.0,1334.928,2.055,6.79383,5e-05,2031-05-27 00:00:00,,
1328,9758.0,התחייבות להשקעה,KDCP GP KDC Media Fund Ltd,,ח.פ.,Stardom Media Ventures,29994368.0,פנימי,USD,2021-06-30,300.0,978.0,31.58518,104.42060508,0.00105283933333333,2031-06-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,AH Equity Partners LSV III,,"מספר תאגיד או שותפות בחו""ל",LSV III,29994428.0,פנימי,USD,2021-12-01,571.2,1799.28,39.984,132.187104,0.0007,2032-01-05 00:00:00,,
1328,9758.0,התחייבות להשקעה,Gatewood Capital GP II LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 2,29993961.0,פנימי,USD,2020-12-01,1177.00197,3888.81450888,857.64053,2835.35959218,0.00728665330950975,2036-09-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ג,29993585.0,פנימי,ILS,2019-09-26,1530.99167,1530.99167,454.03832,454.03832,0.00296564853288849,2028-09-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.à r.l,,"מספר תאגיד או שותפות בחו""ל",Axiom Asia 6-A,29993960.0,פנימי,USD,2021-01-05,522.0,1671.966,151.38,500.46228,0.0029,2035-01-05 00:00:00,,
1328,9758.0,התחייבות להשקעה,Gatewood Capital GP LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 1,29992724.0,פנימי,USD,2016-09-22,54.99596,206.72981364,13.20689,43.66197834,0.00240142912315741,2031-04-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 3,29993169.0,פנימי,ILS,2018-05-31,1055.23801,1055.23801,52.220729999,52.220729999,0.00049487157877302,2030-06-04 00:00:00,,
1328,9758.0,התחייבות להשקעה,ICG North American Private Debt II (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG NA Private Debt 2,29993318.0,פנימי,USD,2018-03-01,149.99993,522.74975605,37.42244,123.71858664,0.00249483049758756,2031-09-29 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Forma European Fund II General Partner,",,ח.פ.,Forma 2,29994253.0,פנימי,EUR,2021-07-08,247.0,957.9648,40.54773,157.353575811,0.00164160850202429,2031-11-08 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Anacap Credit Opportunities GP III, L..P",,"מספר תאגיד או שותפות בחו""ל",AnaCap 3,29992706.0,פנימי,EUR,2016-05-31,35.00239,150.338765289,2.354169999,9.1358275151193,0.000672574072513334,2026-05-19 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 4,29994268.0,פנימי,ILS,2021-05-13,5104.86716,5104.86716,1113.4269,1113.4269,0.00218110846982353,2035-04-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,"מרתון ניהול נדל""ן בע""מ",,ח.פ.,Marathon,29994254.0,פנימי,ILS,2021-09-05,1141.0,1141.0,242.39543,242.39543,0.00212441218229623,2030-08-31 00:00:00,,
1328,9758.0,התחייבות להשקעה,Mideal Assets Management Ltd,,ח.פ.,Mideal 2,29993972.0,פנימי,EUR,2020-01-10,382.99503,1475.603251584,108.38439,420.607302273,0.00282991635687805,2030-11-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,Pontifax VI GP L.P.,,מספר שותפות,PONTIFAX 6,29993951.0,פנימי,USD,2020-10-11,597.0,2018.457,149.25,493.4205,0.0025,2033-11-28 00:00:00,,
1328,9758.0,התחייבות להשקעה - קרן בהנזלה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ב,29992954.0,פנימי,ILS,2018-01-25,608.99781,608.99781,49.10303,49.10303,0.000806292390443899,NR,,
1328,9758.0,התחייבות להשקעה,Pollen Street Capital,,"מספר תאגיד או שותפות בחו""ל",PSC Credit IV,28999299.0,פנימי,GBP,2025-08-21,1956.99925,6690.98043575,1956.99925,8690.837969325,0.01,2032-09-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,"NOY E.I Infrastructure and Energy G.P., Limited Partnership",,מספר שותפות,נוי פשה 2,29992822.0,פנימי,ILS,2017-12-25,68.90361,68.90361,7.53197,7.53197,0.00109311689184354,2027-01-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,accolade associates VII LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8,29993988.0,פנימי,USD,2021-01-27,488.0,1592.832,82.96,274.26576,0.0017,2034-08-03 00:00:00,,
1328,9758.0,התחייבות להשקעה,MBP Capital GP LLC,,מספר שותפות,MBP 1 QFPF,29993607.0,פנימי,USD,2018-03-06,68.0,235.892,5.340409999,17.655395456694,0.000785354411617647,2026-12-11 00:00:00,,
1328,9758.0,התחייבות להשקעה,ISFM GPLP Ltd.,,ח.פ.,Israel Secondary Fund 2,29992679.0,פנימי,USD,2015-12-20,63.00135,245.4532596,3.46509,11.45558754,0.000550002499946429,2028-01-25 00:00:00,,
1328,9758.0,התחייבות להשקעה,"KPS INVESTORS V, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 5,29993789.0,פנימי,USD,2020-07-09,185.99968,640.58289792,31.11144,102.85442064,0.00167266094221237,2034-07-20 00:00:00,,
1328,9758.0,התחייבות להשקעה,"קוגיטו קפיטל שותף כללי בע""מ.",,ח.פ.,קוגיטו אס.אמ.אי,29992707.0,פנימי,ILS,2016-07-18,325.6505,325.6505,141.02224,141.02224,0.0043304782274248,2028-03-15 00:00:00,,
1328,9758.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,USD,2022-06-13,1290.37317,4438.8837048,67.867629999,224.370384776694,0.00052595351156441,2030-04-12 00:00:00,,
1328,9758.0,התחייבות להשקעה,Northwind Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt 1,29993809.0,פנימי,USD,2020-07-27,528.00227,1802.07174751,277.5502,917.5809612,0.00525660997631695,2027-07-20 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Triton Debt Opportunities Fund II General Partner L.P.,",,מספר שותפות,Triton Debt Opportunities  2,29993565.0,פנימי,EUR,2019-10-22,246.00573,969.828389379,212.96041,826.435463087,0.00865672559740783,2025-10-12 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Peregrine IV General Partner, L.P",,מספר שותפות,Peregrine 4,29993494.0,פנימי,USD,2019-07-22,120.38068,425.42532312,24.07227,79.58292462,0.00199967885212145,2030-07-22 00:00:00,,
1328,9758.0,התחייבות להשקעה,AnaCap GP Lux S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",AnaCap 4,29993592.0,פנימי,EUR,2019-12-11,272.01092,1048.085275852,24.58728,95.415857496,0.0009039078284063,2028-08-09 00:00:00,,
1328,9758.0,התחייבות להשקעה,CCP IV GP ltd.,,"מספר תאגיד או שותפות בחו""ל",CITIC Capital China Partners 4,29993317.0,פנימי,USD,2019-02-21,171.00142,618.51213614,7.760699999,25.656874196694,0.000453838336488667,2031-08-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,Italian NPL Opportunities Fund II (GP),,"מספר תאגיד או שותפות בחו""ל",Italian NPL Opportunities 2,29993566.0,פנימי,EUR,2019-09-29,211.11337,803.28637285,96.24232,373.487571224,0.00455879795770395,2026-10-23 00:00:00,,
1328,9758.0,התחייבות להשקעה,accolade associates Blockchain II LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,USD,2021-11-16,332.0,1025.88,23.24,76.83144,0.0007,2034-02-11 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Francisco Partners Agility GP III, L.P",,מספר שותפות,"Francisco Partners Agility GP III, L.P",28999121.0,פנימי,USD,2022-02-17,523.5,1669.4415,496.53975,1641.5604135,0.009485,2035-04-30 00:00:00,,
1328,9758.0,התחייבות להשקעה - צמיתה,Kotani AS Management B.V,,"מספר תאגיד או שותפות בחו""ל",Kotani,29993522.0,פנימי,USD,2019-08-20,326.025,1148.9121,53.83559,177.98046054,0.00165127183498197,NR,,
1328,9758.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Strategic Equity 3,29993445.0,פנימי,USD,2019-06-03,271.99889,988.17196737,94.40955,312.1179723,0.00347095350278819,2030-06-03 00:00:00,,
1328,9758.0,התחייבות להשקעה,Value AP Partners Ltd,,ח.פ.,AP Partners Fund,29992997.0,פנימי,ILS,2018-01-24,347.41034,347.41034,26.76655,26.76655,0.000770459221219495,2029-01-25 00:00:00,,
1328,9758.0,התחייבות להשקעה,קוגיטו קפיטל אל.אמ.אי שותף כללי,,מספר שותפות,קוגיטו בי.אמ.אי משלימה,29992793.0,פנימי,ILS,2017-01-08,255.0,255.0,276.42698,276.42698,0.0108402737254901,2029-01-07 00:00:00,,
1328,9758.0,התחייבות להשקעה,TPY Capital (Israel) II LTD,,ח.פ.,TPY 2,29993208.0,פנימי,USD,2018-08-29,90.0,327.87,16.2,53.5572,0.0018,2026-05-09 00:00:00,,
1328,9758.0,התחייבות להשקעה,State of Minds Ventures Momentum GP L.P,,ח.פ.,SOMV Elastic,29994359.0,פנימי,USD,2021-09-29,61.26723,196.79034276,5.6409,18.6488154,0.000920704265559255,2032-08-16 00:00:00,,
1328,9758.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,USD,2022-06-13,1057.62682,3638.2362608,55.62629,183.90051474,0.000525953852040174,2030-04-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,LCN European Fund IV GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN European Fund 4,28999155.0,פנימי,EUR,2022-06-21,4657.0,16990.5988,1613.73678,6262.428322146,0.00346518526948679,2036-07-21 00:00:00,,
1328,9758.0,התחייבות להשקעה,accolade investment associates VIII-C LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-C Feeder (Anthos 5),29994299.0,פנימי,USD,2021-06-28,526.0,1715.286,26.3,86.9478,0.0005,2033-03-31 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי נגב אנרגיה,29992710.0,פנימי,ILS,2016-07-17,92.31496,92.31496,1.30128,1.30128,0.000140960901678341,2026-07-21 00:00:00,,
1328,9758.0,התחייבות להשקעה,investcorp investment advisers LLC,,"מספר תאגיד או שותפות בחו""ל",Investcorp Special Opportunities Italian 1,29992801.0,פנימי,EUR,2017-10-30,68.99991,283.141130685,9.23832,35.851148424,0.0013388887028983,2027-10-31 00:00:00,,
1328,9758.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,USD,2022-04-27,1030.0,3389.73,106.58513,352.37043978,0.00103480708737864,2030-12-06 00:00:00,,
1328,9758.0,התחייבות להשקעה,Signal Alpha III GP Limited,,מספר שותפות,Signal 3,28999293.0,פנימי,EUR,2025-05-28,1920.877,7702.9088577,912.70864,3541.948419248,0.00475152047736528,2031-07-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Thoma Bravo Discover Partners IV[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Discover 4,28999125.0,פנימי,USD,2022-05-18,872.0,2924.688,139.52,461.25312,0.0016,2035-06-30 00:00:00,,
1328,9758.0,התחייבות להשקעה,KPS Special Situations Mid-Cap Fund II,,מספר שותפות,KPS Mid-Cap II,28999282.0,פנימי,USD,2024-09-30,334.41189,1238.66164056,334.41186,1105.56560916,0.00999999910290271,2037-09-27 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Klirmark Fund IV (G.P.), L.P",,"מספר תאגיד או שותפות בחו""ל",Klirmark Opportunity Fund 4,28999218.0,פנימי,ILS,2023-03-15,15275.817,15275.817,8096.18301,8096.18301,0.0053,2033-03-13 00:00:00,,
1328,9758.0,התחייבות להשקעה,"Clarion CLO II GP, LP",,מספר שותפות,CLARION 2,28999104.0,פנימי,USD,2022-01-31,1068.0,3412.26,16.846069999,55.693107416694,0.000157734737818352,2028-05-07 00:00:00,,
1328,9758.0,התחייבות להשקעה,"LCN North American GP III, L.P.",,"מספר תאגיד או שותפות בחו""ל",LCN NA 3 QFPF,29993940.0,פנימי,USD,2020-12-02,337.5016,1110.0427624,15.040509999,49.723926056694,0.000445642628034948,2028-08-24 00:00:00,,
1328,9758.0,התחייבות להשקעה - צמיתה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי חוצה לישראל 1,28999198.0,פנימי,ILS,2023-01-17,325.24579,325.24579,77.55779,77.55779,0.00238459012797675,NR,,
1328,9758.0,התחייבות להשקעה,"ECV IL OPP GP I, L.P.",,מספר שותפות,Entree ECV IL OPP 1,29993937.0,פנימי,USD,2020-11-29,259.9977,862.9323663,9.818519999,32.460027116694,0.000377638725227184,2031-06-03 00:00:00,,
1328,9758.0,התחייבות להשקעה,Zeev Ventures management IX,,"מספר תאגיד או שותפות בחו""ל",ZEEV Ventures 9,28999179.0,פנימי,USD,2022-10-03,80.0,286.64,1.12,3.70272,0.00014,2037-07-01 00:00:00,,
1328,9758.0,התחייבות להשקעה,Signal Alpha II GP limited,,"מספר תאגיד או שותפות בחו""ל",Signal Alpha 2,29993539.0,פנימי,EUR,2019-07-31,435.00124,1696.374335628,50.872049999,197.4191644311193,0.00116946908011112,2027-07-31 00:00:00,,
