מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,"NAV
(במטבע הדיווח של קרן ההשקעה)","שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908.0,13910.0,Red Dot III General Partner L.P.,ריק במקור,ריק במקור,RED DOT 3 CAPITAL,11022812.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2025-04-24,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,205.552531760436,679.55667,0.00234375,0.008211775735916187,0.0002712269432346117,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,TBD VC GP LP,ריק במקור,ריק במקור,"TBD VC, L.P",11022813.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2025-04-24,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,31.211367211131,103.18478,0.022857142857142857,0.0012468868456840395,4.1183456366833824e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,MORE INVESTMENTS,ריק במקור,ריק במקור,1L-MORE ALTERNATIVE CREDIT FU,11140555.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2021-07-05,USD,דיווח מנהל הקרן,קיימת תלות,2025-09-30,3.306,838.875181488203,2773.32135,0.004474999511,0.033512867984694085,0.0011068973428923694,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,MORE INVESTMENTS,ריק במקור,ריק במקור,MORE Alternativ,11140571.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2024-12-31,ILS,דיווח מנהל הקרן,קיימת תלות,2025-09-30,1.0,914.1104,914.1104,0.005476398003,0.011046127474061345,0.0003648428166718872,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"HPS Strategic Investment Partners V Offshore GP, L.P.",ריק במקור,ריק במקור,HPS CAPRICORN,11019350.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,איי קיימן,לא,2023-12-14,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.8807,293.96625093411,1140.79483,2.74899348925431e-06,0.013785386441211194,0.0004553178686315425,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,LCN European Fund IV GP S.a.r.l,ריק במקור,ריק במקור,LCN IV,11019351.0,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2024-05-07,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.8807,554.775257041255,2152.91634,0.000629672233,0.02601588203419368,0.0008592792091026756,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"HP Islazul Co-Invest GP S.?.r.l.,",ריק במקור,ריק במקור,HENDERSON ISLAZU,11019352.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ספרד,לא,2024-11-19,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.8807,1167.70020614838,4531.49419,3.36518559338246e-05,0.054758662050785514,0.0018086251988948952,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Madison Realty Capital Debt Fund VI GP LLC,ריק במקור,ריק במקור,MADISON REALTY,11019980.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-11-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,402.073103448276,1329.25368,0.003152852434,0.016062726772001663,0.0005305361985627463,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,HGI Multifamily Credit Fund GP LLC,ריק במקור,ריק במקור,HGI MULTIFAMILY,11019991.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-01-12,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,463.281001209921,1531.60699,0.000237680305,0.018507968021918796,0.0006113001320912124,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,HarbourVest GP LLC,ריק במקור,ריק במקור,DOVER STREET XL,11019995.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-06-21,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,171.430408348457,566.74893,4.64323632659236e-05,0.006848604858415209,0.00022620273871403086,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Sheva Growth Investments L.P,ריק במקור,ריק במקור,SHEVA GROWTH INVESTMENTS S1,11020002.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-03-02,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,50.239228675136,166.09089,1.00391354541717e-06,0.0020070454763672974,6.629075452061434e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"LUCID ALTERNATIVE FUND, LP",ריק במקור,ריק במקור,LUCID ALTERNATIVE FUND,11020009.0,פנימי,קרן גידור (Hedge Fund),ריק במקור,"חו""ל",ריק במקור,ריק במקור,איי קיימן,לא,2023-03-30,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,217.037465214761,717.52586,0.007216252581,0.00867059615063508,0.0002863813340241159,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"Oak Street Real Estate Capital Fund VI, LP",ריק במקור,ריק במקור,OAK STREET REAL ESTATE VI,11020012.0,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-05-11,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,378.408484573503,1251.01845,2.21664747612774e-05,0.015117330763442401,0.0004993106904882589,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,PANTHEON PGIF IV GP,ריק במקור,ריק במקור,PANTHEON GLOBAL INFRASTRUCTURE,11020456.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,לוכסמבורג,לא,2023-06-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,583.705136116152,1929.72918,0.00149033114,0.023318884144295778,0.0007701999993054791,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Scintilla Tech Ltd,ריק במקור,ריק במקור,MORETECH VENTURES II,11020463.0,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-07-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,171.281173623714,566.25556,0.000440097715,0.006842642965943711,0.0002260058232206053,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,HPS GP Lux Sarl,ריק במקור,ריק במקור,HPS SPECIALTY LOAN,11020470.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-07-14,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,134.459168179068,444.52201,0.000100363636,0.00537161243049633,0.0001774191193985418,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Henderson Park Real Estate Fund II GP S.? r.l,ריק במקור,ריק במקור,HENDERSON PARK REAL,11020471.0,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,לוכסמבורג,לא,2023-09-05,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.8807,443.922885046512,1722.73154,0.000143786464,0.02081752072225194,0.0006875824051702047,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Sheva Growth Investments L.P,ריק במקור,ריק במקור,SHEVA GROWTH 2,11020475.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-08-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,228.23722323049,754.55226,9.97188993583741e-07,0.009118023873047588,0.00030115943529855714,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Target Global Selected Opportunities LLC,ריק במקור,ריק במקור,TARGET GLOBAL BOHRIUM,11020481.0,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-08-31,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,173.139773139746,572.40009,1.18811998694244e-06,0.006916893583427326,0.00022845824869604562,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,HARBOURVEST GP LLC,ריק במקור,ריק במקור,HV GONDOR FEEDER,11020502.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,איי קיימן,לא,2023-12-18,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,546.670880217786,1807.29393,3.86708005282573e-06,0.02183937425269125,0.0007213332306198513,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Pantheon Zilker GP LLC,ריק במקור,ריק במקור,PANTHEON ZILKER,11020508.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-01-30,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,442.73426799758,1463.67949,3.5883620680384e-06,0.01768713081889135,0.0005841886798755067,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,EQT CO INVEST,ריק במקור,ריק במקור,EQT CO INVEST,11020523.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-04-03,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,828.058947368421,2737.56288,0.001212121218,0.03308076195253713,0.0010926253021031197,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,EQT CO INVEST,ריק במקור,ריק במקור,EQT VI 10.4,11020525.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,לוכסמבורג,לא,2024-05-08,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,841.84335753176,2783.13414,7.87829993284018e-06,0.03363144592584451,0.001110813856634046,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"Qumra Capital GP IV, L.P.",ריק במקור,ריק במקור,QUMRA CAPITAL IV,11021256.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2024-05-15,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,177.86462492438,588.02045,0.007337015036,0.007105650311007199,0.0002346926993048877,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Sheva Fund GP LP,ריק במקור,ריק במקור,SHEVA GROWTH SE3,11021278.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-08-05,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,302.173079249849,998.9842,0.06,0.01207174408886847,0.0003987179331278934,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"ECP V (CALIFORNIA CO-INVEST), LP",ריק במקור,ריק במקור,ECP CALIFORNIA,11021280.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,קנדה,לא,2024-12-26,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,1343.12176648518,4440.36056,0.001284403645,0.053657401531099984,0.0017722516380397361,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"Greenfield Partners GP Fund III, L.P.",ריק במקור,ריק במקור,GREENFIELD 1,11021293.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-10-09,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,238.843868723533,789.61783,0.000268336317,0.009541756888414901,0.0003151549235098336,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Target Global Selected Opportunities LLC,ריק במקור,ריק במקור,TARGET KRYPTON,11021294.0,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-08-31,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,347.004945553539,1147.19835,0.003533009458,0.013862766698784787,0.0004578736630666728,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"TruAmerica Workforce Housing Fund II GP, LLC",ריק במקור,ריק במקור,TRUAMERICA FUND,11021299.0,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-11-26,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,645.663442226255,2134.56334,0.000273037486,0.025794104032836898,0.0008519540980281499,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"OEP IX General Partner, L.P.",ריק במקור,ריק במקור,OEP IX BALLYMORE,11021307.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-12-26,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,266.906823956443,882.39396,0.00888887517,0.010662865409366076,0.0003521840444881281,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"OEP IX General Partner, L.P.",ריק במקור,ריק במקור,ONE EQUITY PARTNERS,11021308.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-12-26,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,1066.2402692075,3524.99033,0.001238019061,0.042596050247337265,0.0014069059937818946,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Director/PDMR Shareholding,ריק במקור,ריק במקור,YS 1740 PLATFORM CO INVEST LP,11022776.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-01-07,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,563.590695704779,1863.23084,0.024094807421,0.022515316937912967,0.0007436589582347235,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,The Access Fund L.P,ריק במקור,ריק במקור,ACCESS FUND-SPRING HILL,11022777.0,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2025-01-09,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,177.104340592861,585.50695,0.011749999686,0.00707527712916171,0.0002336895027328929,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"TruAmericaWorbforce Housing Fund IIGP, LL'C",ריק במקור,ריק במקור,TWHF II RIVERHURST CO-INVEST-B,11022784.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-02-06,USD,דיווח מנהל הקרן,קיימת תלות,2025-09-30,3.306,514.362199032063,1700.48143,0.021849828774,0.020548649969472095,0.0006787018664479023,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"QEP Co-Invest GP, LLC",ריק במקור,ריק במקור,QUANTUM - COGENTRIX,11022785.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-02-25,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,3574.17268300061,11816.21489,0.008508480849,0.1427873656571917,0.004716127420569653,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,COLLER INTERNATIONAL PARTNERS,ריק במקור,ריק במקור,COLLER IX SER A,11022791.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-02-26,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,252.529579552329,834.86279,0.000299805312,0.010088497846311023,0.00033321324408753063,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,COLLER INTERNATIONAL PARTNERS,ריק במקור,ריק במקור,COLLER IX SER B,11022792.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-02-26,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,181.364761040532,599.5919,0.000299805317,0.007245479933074433,0.00023931113533950444,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,Swish GP L.P.,ריק במקור,ריק במקור,SWISH VENTURES,11022794.0,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-03-05,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,140.373581367211,464.07506,0.011666666666,0.005607891858896548,0.00018522319846440326,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"נבונא בע""מ",ריק במקור,ריק במקור,ROM POP LP - AVATRADE,11022828.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2025-07-30,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,350.0,1157.1,0.0051,0.013982418425866703,0.00046182564291035377,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,"Ares ACIP Management II, L.P",ריק במקור,ריק במקור,SB CO-INVESTMENT,11022833.0,פנימי,קרן השקעה אחרת,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-08-21,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,1689.04395039322,5583.9793,0.0021,0.06747691215450545,0.0022286965951262704,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13910.0,SPRINGHILL BLINK,ריק במקור,ריק במקור,SPRINGHILL BLINK,11022835.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2025-08-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,304.5,1006.677,0.08,0.012164704030504032,0.00040178830933200785,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,Scintilla Holdings Ltd,ריק במקור,ריק במקור,SCINTILLA,11020474.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-08-17,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,119.124252873563,393.82478,0.00671186444,0.019055098743550238,0.000476867161895447,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,Viola Credit GL II (UVCI),ריק במקור,ריק במקור,VIOLA CREDIT UVCI,11020490.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2023-10-19,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,12.571606170598,41.56173,5.74416411021691e-07,0.0020109523557729765,5.032548797098257e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"קוגיטו קפיטל פאנד 2 ניהול בע""מ",ריק במקור,ריק במקור,סיג'י השקעות,11021127.0,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,קנדה,לא,2024-07-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,1.0,354.56372,354.56372,0.005158299038,0.0171554636442138,0.0004293274660560769,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"Rakia Capital Fund, LP",ריק במקור,ריק במקור,RS TACTIC GEAR,11021133.0,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,Developed Markets - Pacific,לא,2024-08-12,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-30,1.0,221.2866,221.2866,0.000921538459,0.010706888514289284,0.00026794736711969477,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,"CERCA OPPORTUNITIES GP, LIMITED PARTNERSHIP",ריק במקור,ריק במקור,CERCA ,11021279.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-08-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,32.937885662431,108.89265,0.00229800005,0.0052687395602604185,0.00013185388932807695,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,. 1L-MORE ALTERNATIVE CREDIT GP LTD,ריק במקור,ריק במקור,MORE ALTERNATIVE CREDIT 4,11021286.0,פנימי,קרן השקעה אחרת,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",כן,2021-07-05,USD,דיווח מנהל הקרן,קיימת תלות,2025-09-30,3.306,110.060199637024,363.85902,0.000657971013,0.017605214062028855,0.0004405827845506793,,,,,,,,,,,,,,,,,,,,,,,,,,
13908.0,13911.0,HIA Capital Partners Ltd,ריק במקור,ריק במקור,SHARK TOPCO 1,11022778.0,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2025-01-16,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,86.25,285.1425,0.0025,0.013796537875251967,0.0003452680014466649,,,,,,,,,,,,,,,,,,,,,,,,,,
