שם גיליון,שם סעיף,מספר סעיף,מידע שניתן לדווח רק לרשות,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
קרנות סל,סיווג הקרן,5.32,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,סכום לקבל (במטבע הפעילות),5.62,ריק במקור,נוסף במהדורה 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,שיעור מערך נקוב מונפק,5.45,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות סל,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מספר מנפיק,5.6,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,סוג מספר מזהה מנפיק ,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,סטאטוס סחירות,5.29,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,זירת מסחר,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,סיווג הקרן,5.32,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שיעור מערך נקוב מונפק,5.45,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קרנות נאמנות,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,מספר מנפיק,5.6,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,סוג מספר מזהה מנפיק ,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,סטאטוס סחירות,5.29,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,זירת מסחר,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,נכס בסיס (כתב אופציה),5.34,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,ענף מסחר,5.31,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,תאריך פקיעה,5.101,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שער מימוש,5.102,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,יחס המרה,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבי אופציה,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מספר מנפיק,5.6,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,סוג מספר מזהה מנפיק ,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,סטאטוס סחירות,5.29,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,זירת מסחר,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,ענף מסחר,5.31,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,נכס בסיס,5.33,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,תאריך פקיעה,5.101,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שער מימוש,5.102,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אופציות,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,מספר מנפיק,5.6,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,סוג מספר מזהה מנפיק ,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,זירת מסחר,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,נכס בסיס,5.33,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חוזים עתידיים,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מספר מנפיק,5.6,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,סוג מספר מזהה מנפיק ,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,סטאטוס סחירות,5.29,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,זירת מסחר,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,נכס בסיס,5.33,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,"מח""מ",5.69,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שיעור ריבית,5.7,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,תשואה לפדיון,5.74,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,דירוג,5.49,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שם מדרג,5.51,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,דירוג נייר הערך/המנפיק ,5.52,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוצרים מובנים,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,תאריך רכישה,5.37,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,דירוג,5.49,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שם מדרג,5.51,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,"מח""מ",5.69,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,מועד פדיון,5.75,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שיעור ריבית,5.7,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,תשואה לפדיון,5.74,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,"עלות מופחתת (באלפי ש""ח)",5.65,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,השיטה שיושמה בדוח הכספי,5.68,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר איגרות חוב ממשלתיות,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
